Unnamed: 0,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드,combined,유사도,출원년도,출원연도
605,텔레호낙티에볼라게트 엘엠 에릭슨(피유비엘),20200622,1020227009472,"인터넷 프로토콜(IP) 어드레스들을 할당하기 위한 방법들, 도너 DU 노드들 및 도너 CU 노드들, 및 컴퓨터 프로그램들이 제공된다. 무선 노드에 대한 IP 어드레스를 할당하기 위한 요청이 도너 DU 노드에서 수신된다. IP 어드레스는 도너 DU 노드에 의해 무선 노드에 대해 할당되고, IP 어드레스는 무선 노드를 향해 송신된다. 도너 CU 노드는 IP 어드레스를 요청하는 메시지를 무선 노드로부터 수신한다. IP 어드레스를 요청하는 메시지를 무선 노드로부터 수신하는 것에 대한 응답으로, 도너 CU 노드는, 무선 노드에 대한 IP 어드레스 할당을 요청하기 위해 할당 메시지를 도너 DU 노드에 송신한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c934d5f2a4a1af38eae583511545a4cfd4a96b7723a20b4fa094e26b5852a62c08a18c027e8a93ff70d1fc42fd038d98ec1ae66f563b802f45b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf8460b828d6ade228afc47cb7c2f1c7ea59b3b39e989e76407a00e12710430875870cb9562b99a69e484d5ed045ddba26c3579edf3452197c,6,통합 액세스 및 백홀 노드들에 대한 인터넷 프로토콜 어드레스 할당,H04L 61/5007|H04L 61/5014|H04W 88/08,20220421.0,1020220049589.0,,,,,거절,인터넷,"통합 액세스 및 백홀 노드들에 대한 인터넷 프로토콜 어드레스 할당 인터넷 프로토콜(IP) 어드레스들을 할당하기 위한 방법들, 도너 DU 노드들 및 도너 CU 노드들, 및 컴퓨터 프로그램들이 제공된다. 무선 노드에 대한 IP 어드레스를 할당하기 위한 요청이 도너 DU 노드에서 수신된다. IP 어드레스는 도너 DU 노드에 의해 무선 노드에 대해 할당되고, IP 어드레스는 무선 노드를 향해 송신된다. 도너 CU 노드는 IP 어드레스를 요청하는 메시지를 무선 노드로부터 수신한다. IP 어드레스를 요청하는 메시지를 무선 노드로부터 수신하는 것에 대한 응답으로, 도너 CU 노드는, 무선 노드에 대한 IP 어드레스 할당을 요청하기 위해 할당 메시지를 도너 DU 노드에 송신한다. ",0.1066388691402386,2020,2020
606,공재우,20230405,1020230044506,"본 발명은 산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치에 관한 것으로, 해결하고자 하는 과제는 사물인터넷 전용보드의 영역을 산업 현장으로 확대하기 위해 사물인터넷 전용보드와 산업용 계측센서를 편리하게 탈부착할 수 있도록 하여 교체 정비가 용이하고, 산업용 계측센서에 통용되는 신호범위의 사용이 가능하며, 간편한 조작을 통해 정확한 신호측정 및 호환이 가능하도록 하는데 있다.  일례로, 사물인터넷 전용보드의 전원 및 통신 연결을 위한 다수의 수형 핀 커넥터와 탈착 가능하게 설치된 암형 커넥터; 외부전원이 입력되고, 입력된 외부전원을 이용하여 사물인터넷 전용보드 및 적어도 하나 이상의 산업용 계측센서에 전원을 공급하며, 산업용 계측센서로부터 계측신호를 입력 받는 단자대; 및 상기 단자대를 통해 입력된 계측신호에 대한 전압범위를 조절하고, 전압범위가 조절된 계측신호를 사물인터넷 전용보드에 입력하는 적어도 하나 이상의 신호범위 조절용 가변저항을 포함하는 산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치를 개시한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c936e5d2f555a8109deaa5ed0ce4e1a0283654a1eb82622509914abeeb68f6c0e2a1bcb6432211435f569808b317041b16c1537a7cdec4ea59d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1f20709730150463cb745be5da3908f7620166e103fe47316b3e47c8fc1570b1c6dbee34aa5823078cd6c15a7306c3cc534e145a8539f5a5,7,산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치,G05B 19/042|G08C 17/02|H01R 13/703|G16Y 40/10,20241014.0,1020240149061.0,,,,,공개,인터넷,"산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치 본 발명은 산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치에 관한 것으로, 해결하고자 하는 과제는 사물인터넷 전용보드의 영역을 산업 현장으로 확대하기 위해 사물인터넷 전용보드와 산업용 계측센서를 편리하게 탈부착할 수 있도록 하여 교체 정비가 용이하고, 산업용 계측센서에 통용되는 신호범위의 사용이 가능하며, 간편한 조작을 통해 정확한 신호측정 및 호환이 가능하도록 하는데 있다.  일례로, 사물인터넷 전용보드의 전원 및 통신 연결을 위한 다수의 수형 핀 커넥터와 탈착 가능하게 설치된 암형 커넥터; 외부전원이 입력되고, 입력된 외부전원을 이용하여 사물인터넷 전용보드 및 적어도 하나 이상의 산업용 계측센서에 전원을 공급하며, 산업용 계측센서로부터 계측신호를 입력 받는 단자대; 및 상기 단자대를 통해 입력된 계측신호에 대한 전압범위를 조절하고, 전압범위가 조절된 계측신호를 사물인터넷 전용보드에 입력하는 적어도 하나 이상의 신호범위 조절용 가변저항을 포함하는 산업용 계측센서 및 사물인터넷 전용보드 간의 호환 장치를 개시한다. ",0.2734815366407597,2023,2023
607,충남대학교산학협력단,20150403,1020150047470,"본 발명은 DDS 기반의 사물 인터넷의 네트워크와 지그비 네트워크와의 연동 시스템 및 그 방법에 관한 것으로서, 발간/구독 모델을 기반으로 분산된 데이터를 관리할 수 있도록 서로 다른 어플리케이션들이 토픽 연결을 통해 정보를 교환하도록 인터페이스를 제공하는 데이터 분산 서비스(Data Distributed Service, DDS) 시스템; 및 지그비 네트워크 내 지그비 노드들로부터 데이터, 이벤트 또는 서비스를 수집하여 데이터 토픽, 이벤트 토픽 또는 서비스 토픽으로 변환하여 상기 DDS 시스템에 발간하고, 상기 DDS 시스템으로부터 데이터 토픽, 이벤트 토픽 또는 서비스 토픽을 구독하여 지그비 네트워크에 제공하기 위한 가상 지그비 노드를 할당하여 사물 인터넷 환경의 다른 네트워크간 상호 운용을 제공하는 지그비 어댑터를 포함한다. 따라서, 본 발명은 지그비 어댑터를 이용해 사물 인터넷 환경의 데이터/이벤트/서비스를 지그비 표준을 기반으로 하는 지그비 패킷으로 설계하고, 지그비 네트워크 내의 데이터/이벤트/서비스를 DDS 기반의 토픽으로 발간-구독함으로써, DDS를 기반으로 지그비 네트워크와 사물 인터넷 환경의 다른 네트워크간 상호 운용을 제공하고, 그로 인해 서로 다른 네트워크간 양방향 통신 및 데이터/이벤트/서비스 연동이 가능하며, DDS가 지원하는 서비스품질(QoS)을 통해 상호 운용의 실시간 ...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e002354274c177d8ba57173570b3643da0593ffb463c2ed73c04275d6f3bb8da806a2820f39ed0e29754252afa63605c40acd0a8dd7e02e6e18,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe9bf88b9aa468513fb4cea73df28dee95c55ce504f40ad57a460bca33ab814cf970aefac225d2f258b863cf09d1d0e99527274537f2e38f4,8,DDS 기반의 사물 인터넷의 네트워크와 지그비 네트워크와의 연동 시스템 및 그 방법,H04L 41/00|H04L 12/66,20161013.0,1020160119370.0,20161108.0,,20161101.0,1016737550000.0,등록,인터넷,"DDS 기반의 사물 인터넷의 네트워크와 지그비 네트워크와의 연동 시스템 및 그 방법 본 발명은 DDS 기반의 사물 인터넷의 네트워크와 지그비 네트워크와의 연동 시스템 및 그 방법에 관한 것으로서, 발간/구독 모델을 기반으로 분산된 데이터를 관리할 수 있도록 서로 다른 어플리케이션들이 토픽 연결을 통해 정보를 교환하도록 인터페이스를 제공하는 데이터 분산 서비스(Data Distributed Service, DDS) 시스템; 및 지그비 네트워크 내 지그비 노드들로부터 데이터, 이벤트 또는 서비스를 수집하여 데이터 토픽, 이벤트 토픽 또는 서비스 토픽으로 변환하여 상기 DDS 시스템에 발간하고, 상기 DDS 시스템으로부터 데이터 토픽, 이벤트 토픽 또는 서비스 토픽을 구독하여 지그비 네트워크에 제공하기 위한 가상 지그비 노드를 할당하여 사물 인터넷 환경의 다른 네트워크간 상호 운용을 제공하는 지그비 어댑터를 포함한다. 따라서, 본 발명은 지그비 어댑터를 이용해 사물 인터넷 환경의 데이터/이벤트/서비스를 지그비 표준을 기반으로 하는 지그비 패킷으로 설계하고, 지그비 네트워크 내의 데이터/이벤트/서비스를 DDS 기반의 토픽으로 발간-구독함으로써, DDS를 기반으로 지그비 네트워크와 사물 인터넷 환경의 다른 네트워크간 상호 운용을 제공하고, 그로 인해 서로 다른 네트워크간 양방향 통신 및 데이터/이벤트/서비스 연동이 가능하며, DDS가 지원하는 서비스품질(QoS)을 통해 상호 운용의 실시간 ...(이하생략) ",0.1931974411102761,2015,2015
608,주식회사 수산아이앤티,20140327,1020140036120,"단말 식별이 가능한 주소제공장치 및 그 방법에 개시된다. 주소제공장치는 도메인 이름을 포함하는 쿼리를 수신하면, 쿼리의 발신주소를 파악하고, 발신주소로부터 이전과 동일한 도메인 이름을 포함하는 쿼리를 수신하는 경우에, 적어도 하나 이상의 도메인 이름과 각 도메인 이름별 적어도 둘 이상의 인터넷주소를 포함하는 데이터베이스를 이용하여, 이전과 다른 인터넷주소를 검색하여 발신주소를 목적지로 하여 전송한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00f6661b20a30ecdbbfb0fb6e8a6c68c29a5988062011d238638bd90087d9ac3977804d413f76d0396760cbb546eaea76809432dc51a179df8,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd3868d4a8db555652ffeabfa88493fcb8368d46ea0b7dc17b4f561ee77e0c41065c7f0e355ad23b47e5ec08763a07da457dce2d746e9c282,9,단말 식별이 가능한 인터넷 주소 제공 장치 및 그 방법,G06F 16/00,,,20150908.0,,20150831.0,1015504010000.0,등록,인터넷,"단말 식별이 가능한 인터넷 주소 제공 장치 및 그 방법 단말 식별이 가능한 주소제공장치 및 그 방법에 개시된다. 주소제공장치는 도메인 이름을 포함하는 쿼리를 수신하면, 쿼리의 발신주소를 파악하고, 발신주소로부터 이전과 동일한 도메인 이름을 포함하는 쿼리를 수신하는 경우에, 적어도 하나 이상의 도메인 이름과 각 도메인 이름별 적어도 둘 이상의 인터넷주소를 포함하는 데이터베이스를 이용하여, 이전과 다른 인터넷주소를 검색하여 발신주소를 목적지로 하여 전송한다. ",0.249682800501047,2014,2014
609,충남대학교산학협력단,20150203,1020150016511,"본 발명은 사물 인터넷에서 DDS 기반의 이질적인 사물 메시지 통합 방법에 관한 것으로서, 발간/구독 모델의 데이터 분산 서비스(Data Distribution Service, DDS) 시스템에서 분산 환경의 이질적인 사물의 메시지들을 통합하는 방법에 있어서, 상기 DDS 기반으로 송수신되는 사물의 메시지를 사물의 기능에 따라 데이터, 이벤트 또는 서비스로 사물 타입을 분류하는 단계; 상기 분류한 사물 타입에 따라 데이터, 이벤트 또는 서비스를 동기/비동기 방식의 활성화 방식을 선택하며, 상기 선택한 활성 상태에 따라 상호작용(Interaction) 타입을 구분하여 DDS 기반의 각 토픽으로 명세하여 통합하는 단계; 및 상기 데이터, 이벤트 또는 서비스의 각 토픽을 실시간 발간/구독하도록 해당 토픽을 포함하는 DDS 엔티티를 동적으로 생성하는 단계를 포함한다. 따라서, 본 발명은 콘텐츠 중심으로 통합 방식은 네트워크 관점의 통합 문제를 해결하여 유무선 통신 프로토콜에 종속적이지 않으면서 사물 인터넷의 수많은 사물들이 유기적으로 통신하고, 일관적인 인터페이스를 통해 접근이 가능하며, 키를 통해 다수의 인스턴스를 갖는 하나의 토픽을 생성하여 DDS 엔티티의 수를 줄일 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e008da6cf2ba9115ff190233562d9685a996b80a2aa84af634b1f3efe36372481b6ef8aa1a44b6e3dc0f52e3b3ec7437a67a78fd69c9d365cf3,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf67405b5b3740b02899706f9dcf5ce82be6235ee27348dc92b283a5bd100667740587a1cf77f2b4e66c0c7126f23ef94bc0a5ab47034c2e54,10,사물 인터넷에서 DDS 기반의 이질적인 사물 메시지 통합 방법,H04L 41/00|H04L 12/58,,,20160310.0,,20160303.0,1016021000000.0,등록,인터넷,"사물 인터넷에서 DDS 기반의 이질적인 사물 메시지 통합 방법 본 발명은 사물 인터넷에서 DDS 기반의 이질적인 사물 메시지 통합 방법에 관한 것으로서, 발간/구독 모델의 데이터 분산 서비스(Data Distribution Service, DDS) 시스템에서 분산 환경의 이질적인 사물의 메시지들을 통합하는 방법에 있어서, 상기 DDS 기반으로 송수신되는 사물의 메시지를 사물의 기능에 따라 데이터, 이벤트 또는 서비스로 사물 타입을 분류하는 단계; 상기 분류한 사물 타입에 따라 데이터, 이벤트 또는 서비스를 동기/비동기 방식의 활성화 방식을 선택하며, 상기 선택한 활성 상태에 따라 상호작용(Interaction) 타입을 구분하여 DDS 기반의 각 토픽으로 명세하여 통합하는 단계; 및 상기 데이터, 이벤트 또는 서비스의 각 토픽을 실시간 발간/구독하도록 해당 토픽을 포함하는 DDS 엔티티를 동적으로 생성하는 단계를 포함한다. 따라서, 본 발명은 콘텐츠 중심으로 통합 방식은 네트워크 관점의 통합 문제를 해결하여 유무선 통신 프로토콜에 종속적이지 않으면서 사물 인터넷의 수많은 사물들이 유기적으로 통신하고, 일관적인 인터페이스를 통해 접근이 가능하며, 키를 통해 다수의 인스턴스를 갖는 하나의 토픽을 생성하여 DDS 엔티티의 수를 줄일 수 있다. ",0.241162482756328,2015,2015
610,한국전자통신연구원|삼성전자주식회사|에스케이브로드밴드주식회사|주식회사 케이티|에스케이텔레콤 주식회사,20051111,1020050107959,"휴대 인터넷 시스템에서의 채널 스캐닝 장치에서는 서빙 기지국과의 무선 링크의 단절 없이 각 인접 기지국과 무선 링크를 연결하면서 인접 기지국의 무선 채널 상태 정보를 수집한다. 즉, 서빙 기지국과의 무선 신호를 처리하는 RF 처리부와는 별도로 인접 기지국의 무선 신호를 수신하는 스캐닝 전담 처리부를 두고, 스캐닝 전담 처리부로부터 수신된 인접 기지국의 무선 신호로부터 인접 기지국의 무선 채널 상태를 측정하고, 측정된 각 인접 기지국의 무선 채널 상태를 수집한다. 이렇게 하면, 스캐닝 과정에서도 서빙 기지국과의 통신이 단절되지 않으며 단말과 기지국에서 트래픽 데이터를 버퍼링하지 않아도 된다.  휴대 인터넷 시스템, 채널, CINR, 스캐닝, 수집, 무선 신호",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9c592fb536ea920a4dad798397021ee79a0c87b2bcfc3b0f34e3b40d21b8550448,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe407489d23bbfec2436af87e545bf05c7007106acf01079e083aa32f491b27325b,11,휴대 인터넷 시스템에서의 채널 스캐닝 장치 및 방법,H04W 48/20|H04W 24/08|H04W 36/06|H04W 36/30|H04W 48/16|H04W 76/10|H04W 88/02|H04W 88/08|H04B 17/309,20070516.0,1020070050578.0,20070816.0,,20070809.0,1007498480000.0,등록,인터넷,"휴대 인터넷 시스템에서의 채널 스캐닝 장치 및 방법 휴대 인터넷 시스템에서의 채널 스캐닝 장치에서는 서빙 기지국과의 무선 링크의 단절 없이 각 인접 기지국과 무선 링크를 연결하면서 인접 기지국의 무선 채널 상태 정보를 수집한다. 즉, 서빙 기지국과의 무선 신호를 처리하는 RF 처리부와는 별도로 인접 기지국의 무선 신호를 수신하는 스캐닝 전담 처리부를 두고, 스캐닝 전담 처리부로부터 수신된 인접 기지국의 무선 신호로부터 인접 기지국의 무선 채널 상태를 측정하고, 측정된 각 인접 기지국의 무선 채널 상태를 수집한다. 이렇게 하면, 스캐닝 과정에서도 서빙 기지국과의 통신이 단절되지 않으며 단말과 기지국에서 트래픽 데이터를 버퍼링하지 않아도 된다.  휴대 인터넷 시스템, 채널, CINR, 스캐닝, 수집, 무선 신호 ",0.2187260813638667,2005,2005
611,주식회사 세종아이씨티,20120806,1020120085595,"본 발명은 트래픽의 감소와 장애에 대비하여 방송 출력장치를 이중화한 IP 인터넷방송 방송장치 시스템으로서, 컨텐츠제공서버로부터 데이터를 수집하는 컨텐츠서버, 원격방송장치에서 생성된 데이터와 컨텐츠서버의 데이터를 전화국 내부의 VOD서버로 전송하는 원격제어서버, 외부망과 연결된 전화국 내부의 VOD서버에 저장된 데이터를 다운로드하여 데이터를 저장 후 로컬방송장치를 통해 방송하는 외부망로컬서버, 내부망과 연결되어 로컬방송장치를 제어하는 내부망로컬서버, 내부망과 외부망 중 어느 하나에만 네트워크망을 연결하여주는 망전환스위치, 외부망로컬서버로부터 전송받은 데이터와 내부망로컬서버로부터 전송받은 데이터를 단말기를 통해 방송하는 로컬방송장치로 구성된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00575e63c47d2690cd1c58aa5b845445535a3a087369ea5d0c8afc898c2c171ce6e0ef03d1bf169b77c5d2d02d4f065c1e3558945655de69ec,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe7578cfa146f792476113ccd5d24e16a9bd4459ac00ae93661fd77f7eb304ce6c2ba5c697f10923cd233c705a3a5a6c7315cc5af9be4f093,12,IP 인터넷방송 방송장치 및 시스템,H04H 60/82|H04H 20/61|H04H 20/65,,,20131209.0,,20131203.0,1013393640000.0,등록,인터넷,"IP 인터넷방송 방송장치 및 시스템 본 발명은 트래픽의 감소와 장애에 대비하여 방송 출력장치를 이중화한 IP 인터넷방송 방송장치 시스템으로서, 컨텐츠제공서버로부터 데이터를 수집하는 컨텐츠서버, 원격방송장치에서 생성된 데이터와 컨텐츠서버의 데이터를 전화국 내부의 VOD서버로 전송하는 원격제어서버, 외부망과 연결된 전화국 내부의 VOD서버에 저장된 데이터를 다운로드하여 데이터를 저장 후 로컬방송장치를 통해 방송하는 외부망로컬서버, 내부망과 연결되어 로컬방송장치를 제어하는 내부망로컬서버, 내부망과 외부망 중 어느 하나에만 네트워크망을 연결하여주는 망전환스위치, 외부망로컬서버로부터 전송받은 데이터와 내부망로컬서버로부터 전송받은 데이터를 단말기를 통해 방송하는 로컬방송장치로 구성된다. ",0.2505483062919071,2012,2012
612,충남대학교산학협력단,20100421,1020100036935,"자필, 음성, 또는 동영상 등 멀티미디어 형식으로 작성된 유언장을 인증기관에서 발급하는 인증서로 전자서명을 하여 부인방지 성질을 제공하는 인터넷 전자유언장 관리 시스템 및 방법에 관한 것으로서, (a) 유언자 단말은 유언자의 인증서로 신청서 및 유언장을 전자서명하여 관리서버로 전송하는 단계; (b) 관리서버는 전자서명된 신청서 및 유언장을 수신하여 신청서 및 유언장의 전자서명을 검증하고 저장하는 단계; (c) 관리서버는 유언자의 사망을 확인하는 단계; 및 (d) 유언자의 사망 확인후, 관리서버는 상기 유언집행자 단말로 전자서명된 유언장을 전송하는 단계를 포함하되, 상기 유언장은 멀티미디어 데이터를 포함하는 구성을 마련한다.  상기와 같은 인터넷 전자유언장 관리 시스템 및 방법에 의하여, 유언자가 유언내용을 자신이 원하는 어떤 형태로도 작성할 수 있고, 작성된 유언장의 내용이 부인될 수 없으면서 유언장의 내용이 유언자가 사망하기 전까지 알 수 없게 할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf72636a4ddc93faf33299fc2989926f39d2070edb8c7bc4e440edfc3e13006c1674110673665fd3a79cedcd68b04ac0fcf82c9f1976d099251ca,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf71ab7a92f922b4a59ad649d8ac678d4898755ff2544d6caa53160972d876317ccbd6203cd113c994e2f8ca5755ea7ad3c9b3ccfb18fc7bf7,13,멀티미디어 형식의 유언장을 관리하는 인증서 기반 인터넷 전자유언장 관리 시스템 및 방법,H04L 9/32|H04L 9/14,20111027.0,1020110117463.0,20111219.0,,20111207.0,1010937480000.0,등록,인터넷,"멀티미디어 형식의 유언장을 관리하는 인증서 기반 인터넷 전자유언장 관리 시스템 및 방법 자필, 음성, 또는 동영상 등 멀티미디어 형식으로 작성된 유언장을 인증기관에서 발급하는 인증서로 전자서명을 하여 부인방지 성질을 제공하는 인터넷 전자유언장 관리 시스템 및 방법에 관한 것으로서, (a) 유언자 단말은 유언자의 인증서로 신청서 및 유언장을 전자서명하여 관리서버로 전송하는 단계; (b) 관리서버는 전자서명된 신청서 및 유언장을 수신하여 신청서 및 유언장의 전자서명을 검증하고 저장하는 단계; (c) 관리서버는 유언자의 사망을 확인하는 단계; 및 (d) 유언자의 사망 확인후, 관리서버는 상기 유언집행자 단말로 전자서명된 유언장을 전송하는 단계를 포함하되, 상기 유언장은 멀티미디어 데이터를 포함하는 구성을 마련한다.  상기와 같은 인터넷 전자유언장 관리 시스템 및 방법에 의하여, 유언자가 유언내용을 자신이 원하는 어떤 형태로도 작성할 수 있고, 작성된 유언장의 내용이 부인될 수 없으면서 유언장의 내용이 유언자가 사망하기 전까지 알 수 없게 할 수 있다. ",0.1197103013324855,2010,2010
614,권순태,20090601,1020090048328,"본 발명은 서버(20) 데이터베이스(281) 저장된 본문정보는  단말기정보(10-1,10-2,10-n) 중 어느 하나 이상 포함하는 단말기(10-1)정보, 전자화폐, 신용카드, 전자카드, 금융계좌정보,가상계좌정보,인터넷뱅킹,텔레뱅킹,모바일뱅킹, ATM금융정보 인터넷외환환전정보, 금융결제(어음,당좌,수표)정보, 증권결제정보, 외환결제정보, 재화와 용역, 분류저장정보, 검색정보, 스크랩분류정보, 송금수수료정보, 송금수수료할인정보, 이체수수수료정보, 이체수수료할인정보, 인터넷외환환전정보, 인터넷외환환전수수료정보, 인터넷외환환전수수료할인정보, 금융결제(어음,당좌,수표)정보, 증권결제수수료정보, 외환결제수수료정보,판매자정보, 구매자정보, 광고정보, 광고수신승인정보, RFID결제정보 ,바코드결제정보, 본문정보, 결제정보. 본문결제정보 ,결제선택(전자상거래정보, 보험,복권,기부,창업,예금,펀드,증권,부동산,게임, 재화 용역)정보, 결제정상(할인, 선 부가세, 추가)정보 중 적어도 어느 하나 이상 포함되고 연계된 정보를 사용자는 단말기(10-1, 10-2, 10-n) 중 어느 하나 이상 단말기(10-1) 사용자 식별정보 및 금융계좌정보 중 어느 하나 이상 식별정보 포함하는 정보로 선택하는 결제선택(보험, 복권, 기부, 창업, 펀드, 증권, 게임,번역정보, 금펀드, 채권펀드, 부동산펀드, 선물정보, 미팅,주선,결혼...(이하생략)",,,15,인터넷과 단말기를 이용한 본문결제정보와 결제선택정보 시스템 및 방법.,G06Q 40/02|G06Q 20/12,20101209.0,1020100129656.0,,,,,공개,인터넷,"인터넷과 단말기를 이용한 본문결제정보와 결제선택정보 시스템 및 방법. 본 발명은 서버(20) 데이터베이스(281) 저장된 본문정보는  단말기정보(10-1,10-2,10-n) 중 어느 하나 이상 포함하는 단말기(10-1)정보, 전자화폐, 신용카드, 전자카드, 금융계좌정보,가상계좌정보,인터넷뱅킹,텔레뱅킹,모바일뱅킹, ATM금융정보 인터넷외환환전정보, 금융결제(어음,당좌,수표)정보, 증권결제정보, 외환결제정보, 재화와 용역, 분류저장정보, 검색정보, 스크랩분류정보, 송금수수료정보, 송금수수료할인정보, 이체수수수료정보, 이체수수료할인정보, 인터넷외환환전정보, 인터넷외환환전수수료정보, 인터넷외환환전수수료할인정보, 금융결제(어음,당좌,수표)정보, 증권결제수수료정보, 외환결제수수료정보,판매자정보, 구매자정보, 광고정보, 광고수신승인정보, RFID결제정보 ,바코드결제정보, 본문정보, 결제정보. 본문결제정보 ,결제선택(전자상거래정보, 보험,복권,기부,창업,예금,펀드,증권,부동산,게임, 재화 용역)정보, 결제정상(할인, 선 부가세, 추가)정보 중 적어도 어느 하나 이상 포함되고 연계된 정보를 사용자는 단말기(10-1, 10-2, 10-n) 중 어느 하나 이상 단말기(10-1) 사용자 식별정보 및 금융계좌정보 중 어느 하나 이상 식별정보 포함하는 정보로 선택하는 결제선택(보험, 복권, 기부, 창업, 펀드, 증권, 게임,번역정보, 금펀드, 채권펀드, 부동산펀드, 선물정보, 미팅,주선,결혼...(이하생략) ",0.2873406681399413,2009,2009
615,한국전자통신연구원|삼성전자주식회사|주식회사 케이티|에스케이텔레콤 주식회사|에스케이브로드밴드주식회사,20051202,1020050116883,"휴대 인터넷 시스템의 하향링크 패킷 분류 장치에서는 유효성이 확인된 MAC 프레임에 대해 하향링크 패킷을 수집한다. 이때, 하향링크 패킷 수집은 하향링크 패킷의 SDU(Service Data Unit)를 SDU 아이템에 저장하여 송신 대기 큐에 삽입하는 과정을 통해 수행된다. 그리고 CAM(cashed Access Memory)을 이용하여 송신 대기 큐에 삽입된 SDU 아이템의 프레임 헤더 정보로부터 검색된 단말의 인덱스에 할당된 패킷 분류 규칙을 적용하여 상기 검색된 인덱스의 단말로 송신할 SDU에 트랜스포트 CID(Connection Identifier)를 할당하여 상기 하향링크 패킷을 분류한다. 이와 같이, 하향링크 패킷의 수집과 분류를 구분하여 처리하고 단말의 인덱스 검색시 CAM을 사용함으로써, 프레임 기반의 휴대 인터넷 시스템 특성으로 인한 처리 시간 제약 문제를 해소할 수 있다.  휴대 인터넷, 하향링크, 패킷, 분류, 수집, 트랜스포트 CID, AT, AP",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9c592fb536ea920a4d17204336fc36ce6e0b0f4e83334bf6a5ea072fd44fec1fa7,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe407489d23bbfec2430441a6b0cf069bff778ad0844da5be1af3c27ebf9dcb169e,16,휴대 인터넷 시스템의 하향링크 패킷 분류 장치 및 방법,H04B 7/26|H04L 9/40,20070607.0,1020070057430.0,20070814.0,,20070808.0,1007494500000.0,등록,인터넷,"휴대 인터넷 시스템의 하향링크 패킷 분류 장치 및 방법 휴대 인터넷 시스템의 하향링크 패킷 분류 장치에서는 유효성이 확인된 MAC 프레임에 대해 하향링크 패킷을 수집한다. 이때, 하향링크 패킷 수집은 하향링크 패킷의 SDU(Service Data Unit)를 SDU 아이템에 저장하여 송신 대기 큐에 삽입하는 과정을 통해 수행된다. 그리고 CAM(cashed Access Memory)을 이용하여 송신 대기 큐에 삽입된 SDU 아이템의 프레임 헤더 정보로부터 검색된 단말의 인덱스에 할당된 패킷 분류 규칙을 적용하여 상기 검색된 인덱스의 단말로 송신할 SDU에 트랜스포트 CID(Connection Identifier)를 할당하여 상기 하향링크 패킷을 분류한다. 이와 같이, 하향링크 패킷의 수집과 분류를 구분하여 처리하고 단말의 인덱스 검색시 CAM을 사용함으로써, 프레임 기반의 휴대 인터넷 시스템 특성으로 인한 처리 시간 제약 문제를 해소할 수 있다.  휴대 인터넷, 하향링크, 패킷, 분류, 수집, 트랜스포트 CID, AT, AP ",0.2614547577150558,2005,2005
